sentence,difficulty
"Au rez-de-chaussée, il y a un salon avec un piano, une salle à manger, une cuisine spacieuse et jaune et une salle de bain",B1
Ce n'est pas facile à vivre.,A2
J'ai attribué à son charme cet effet presque magique: j'aurais apprécié encore plus complètement sans l'engagement que j'avais pris envers mon estime de soi.,C2
"Jean Buridan, philosophe français du XIVe siècle, aurait, selon la légende, conçu une expérience imaginaire afin de prouver l'existence du libre arbitre: la situation serait celle d'un animal, en l'occurrence un âne, ayant également faim etToif, et qui, placé à une distance égale d'une botte de foin et d'un seau d'eau, hésite, est incapable de choisir et se laisse finalement mourir",C2
Le site du magazine Time en a parlé.,B1
Les canons ont d'abord renversé environ six mille hommes de chaque côté; puis la mousqueterie a décollé des meilleurs mondes d'environ neuf à dix mille coquins qui infectent la surface.,C1
"Les outils numériques contribuent à la formation des étudiants. Nous aurions préféré une référence collective à la place numérique à l'école plutôt que de découvrir que le sujet serait à nouveau relancé, sans dialogue.",B2
"Mes voisins voulaient quitter le pays secrètement, après la tombée de la nuit.",B1
Une dictature est déjà quand les gens sont communistes.,B1
Pourriez-vous m'accompagner,A1
Vous êtes français,A1
La texture est parfaite,B2
"Ces deux problèmes psychologiques sont souvent ressentis par les personnes qui utilisent Internet pour satisfaire un fort besoin de popularité et de reconnaissance sociale qu'ils ne parviennent souvent pas à réaliser dans leur ""vraie"" vie.",C1
Parle moi de ta famille.,A1
"La promenade éducative et interactive dans les différents jardins (espèces médiévales, tropicales, parfumées et protégées) sera appelée tous vos sens et expliquera les vertus et les utilisations des plantes.",B2
Il fait très beau,A2
J'espère qu'il y aura beaucoup de soleil.,A1
"Cela représente une rupture dans notre relation avec le monde, car cela nous rend visibles.",B2
L'amour remplace les longs souvenirs par une sorte de magie.,C2
Répondez-moi rapidement et faites votre réservation à venir.,A2
"Déjà, Dominique, avec qui je travaille",B1
"Notez que le nez a été conçu pour porter des lunettes, nous avons donc des lunettes.",B1
"Cette célébration est toujours traditionnellement célébrée en France, même si, comme pour Noël, elle a souvent perdu son aspect religieux",B1
"Pour le plat de résistance ce soir, je n'ai ni tomates ni courgettes dans mon garde-manger.",B1
"Lorsque le printemps arrive, les survivants comprennent qu'ils doivent construire des réserves pour survivre l'hiver prochain",B2
"Qu'un garçon qui a voyagé partout dans le monde grâce au prospectus des agences de voyage, pour l'écrivain Fernando Pessoa, le plus grand voyageur jamais connu, il illustre le concept de voyage immobile",C2
Je ne me sens pas bien.,A1
J'irai le voir dès mon arrivée à Bruxelles.,A2
"Lorsqu'il a voyagé à cheval, les plaines de son royaume, vêtues uniquement de Grègues en cuir et une couche de laine flottant dans le vent, les femmes et les jeunes filles le regardaient passer en retenant leur souffle.",B2
Le Bioessais réalisé a montré que les mêmes symptômes de morbidité sont observés chez les deux espèces et avec les deux métaux.,C2
"Lorsque le téléphone retentit, nous nous sommes empressés de répondre immédiatement.",B1
Le repos absolu produit la rate.,C1
Les journalistes sont prêts pour tout!,A1
"33 ° à l'ombre et 80% d'humidité, aujourd'hui, c'est au CEUR du jardin tropical de Valowmperuse que nous vous suggérons de découvrir l'une des spécialités culinaires les plus consommées des Antilles: la morue accumule",C1
"Pas une scène dans le métro, un bouquet d'une douzaine de roses achetées à 5, 60 euros, un appartement présenté comme une bonne pièce mais qui fait au moins 20 m2, nous nous demandons dans lesquels ces personnages de Paris vivent.",B2
"Si nous continuons au taux actuel, la pollution plastique doublera en 2030.",B2
Marc n'est pas très grand,A1
"J'aime ma grand-mère, elle est très gentille",A1
Je voudrais vous rencontrer sur ce sujet.,A1
Je lui explique tout dès qu'elle arrive.,A2
Quel âge as-tu ?,A1
Bruno Boulianne et la petite Lila Plant Graines d'herbes.,B2
"Il montrera de cette manière, parfois comment les esprits changent sous l'influence des circonstances environnantes, parfois comment les sentiments et les passions se développent, comment nous nous aimons, comment nous nous détestons, comment nous nous battons dans tous les antécédents, comment combattre les intérêts bourgeois, intérêts en argent, intérêts familiaux, intérêts politiques.",C1
Mais la formation reçue lors de son apprentissage à l'atelier Verrocchio pourrait être encore plus large.,C1
Madame Pietranera était devenue pensive; elle pensait qu'elle devrait présenter certaines objections.,B2
Nous n'avons pas vu ses genoux sur lesquels il avait jeté son livre.,B1
"Mais nous avons entendu trois coups de feu sur la scène; un roulement de Timpani a commencé, les instruments de cuivre ont placé des accords, et le rideau, montant, a découvert un paysage.",C2
Vous pouvez assister au premier des deux programmes ce soir qui vise à savoir quel est le chanteur ou chanteur préféré des Français.,B1
"Si le smartphone fait partie de notre vie quotidienne et fabrique de nombreux services, des recherches récentes montrent qu'il présente des risques que ses utilisateurs doivent se méfier.",C1
Tu as essayé de le contacter,B1
Il a mis un cadre rouge autour de la table.,B1
Elle fait de bons gâteaux,A1
"Pour chaque histoire, j'écoute l'audio et en même temps j'écris ce que je comprends.",B1
"Vous n'avez pas, M. Mitterrand, le monopole du cœur",C1
"Pour aller travailler, Marc porte une veste, un pantalon, une chemise et une belle cravate rouge",B1
Le Pacha aide un serpent (le roi des serpents) parce que l'un des commandements du Coran est de montrer à l'hospitalité ses hôtes.,B1
"Par exemple, lorsque le chien signale quelque chose, le maître doit comprendre le sens.",B1
"Toute la petite famille apprécie alors l'air pur, la nature et le calme pendant quelques semaines avant de retourner à Paris",A1
C'est haut là!,A1
"En Suisse, les personnes naturelles peuvent être soumises à des revenus et à la fortune en raison de leurs liens personnels ou de leur attachement économique avec la Suisse.",B2
"Mon Dieu, elle a perdu la tête.",B1
"Le nombre de mal dans les pays les moins avancés a ainsi doublé au cours des trente dernières années, passant de 116 à 235 millions.",C1
Vous devriez lui en parler demain lors d'une réunion et demander à Adrian de m'envoyer une photo de lui et la traduction du contrat en croate,B1
"Il y a une théorie sur l'attraction exercée par la courbe féminine sur l'homme, et cette théorie est qu'une femme callipyge signale.",C2
Les faibles taux d'intérêt contribuent aux risques de carburant liés aux expositions au secteur du logement.,C1
"Les fans des costumes de Carrie Bradshaw dans ""Sex and the City"" se régaleront devant les tenues d'Emily, le même designer, Patricia Field (même si nous regardons le ciel quand Emily commence à porter des bérets).",B2
Comment manger des plats de permanence et de préférence,B1
Une instruction qui est suivie de près par les Japonais.,A2
Je suis le mouton,A1
"Quand je reviendrai, j'offrirai beaucoup d'amour à ceux que j'apprécie et je couvrirai mes enfants de cadeaux.",B1
"Mes souvenirs réapparaissent, d'abord confus, bientôt plus animés.",C2
Elle a des cheveux mi-longs.,A1
"Équipé d'une caméra, d'un téléphone portable et d'un ordinateur, il aide le client à faire ses achats directement dans le magasin.",B1
"C'est aussi le dernier dit Clare Nullis, le porte-parole de l'organisation météorologique mondiale: ""C'est un record, dans tous les sens du terme",B1
Combien de temps le médecin offre-t-il?,A1
"Vous n'êtes pas seulement un lâche, vous êtes un traître, car votre petite taille le laisse deviner.",B1
Je repeins ma chambre.,A2
"Giscard se laisse filmer pendant ses vacances dans les montagnes ou à la plage, il apparaît en short, puis torse nu lors d'un match de football organisé entre les notables de Chamalières, un village dont il était pendant longtemps",C1
Les deux veuves connaissaient avec mélancolie de leurs jeunes années.,C1
"En effet, M. Helmut Kohl donne la priorité aux Allemands de l'Est, hein",C1
Je trouve inacceptable que le réalisateur ne tient pas ses promesses,B1
Elle va également à la boulangerie et achète une baguette chaude et des croissants pour le petit déjeuner,A1
"Ils sont chauds, donc ils profitent du camping et de la piscine de mer pour nager.",B1
"La femme de ménage avait le nez dirigé avec des verrues qui rappelaient des crochets et des joues creux, de grandes rainures, comme les champs, après le labour d'octobre.",C2
Ce n'était pas tant une décision stratégique qu'une nécessité.,B1
"La première modernité a inventé l'universalisme abstrait, qui a défini tout ce que les individus ont en commun.",C1
Je viens des provinces.,A1
"Il s'agit du principe de responsabilité prolongée du producteur, initié par la directive européenne de 2003, qui les oblige à prendre en charge la fin de la vie de leurs appareils.",B2
Il était perçu comme un moyen de transport enfantin.,B2
Les randonneurs sont rares et souvent pauvres,B2
"Certes, les technologies ne sont pas nécessairement, nécessairement présentes.",C2
"Vous devez savoir que sur le lac Como, l'industrie des pêcheurs place les lignes dormantes à une distance longue des bords.",B2
Merci beaucoup pour toutes les belles histoires que je trouve très utiles pour améliorer mon français.,A2
"Ainsi, quand j'ai entendu la médiocrité discuter avec la complaisance sur des principes bien établis, très incontestables, en fait la moralité, la commodité ou la religion, des choses qu'il met assez facilement sur la même ligne, je me suis sentie poussée à le contredire, pas que j'aurais adopté en face en face en face en face en face de l'opposéOpinions, mais parce que j'étais impatient avec une conviction aussi ferme et aussi forte.",C2
"Sur une sorte de trappe, deux fœtaux de vin ont posé, car c'est pour célébrer la surprise d'un petit convoi républicain que Charette avait accordé cette débauche à son armée.",C2
"Non pas au point qu'il est nécessaire de limiter la consommation, mais tout de même. Les autres éditeurs exploitent le créneau, et Internet est plein de sites intéressants qui permettent une approche moins académique, certainement, mais tellement plus amusante, les mathématiques.",C2
Un endroit plutôt réservé aux repas avec sa famille ou ses amis.,B1
"Le Victor Hugo Center, situé à 20 minutes en bus de la mairie, dans le district des universités, est un endroit pour tous, jeunes et vieux, jeunes et vieux.",B1
Aucune décision russe n'est attendue avant l'élection présidentielle en mars.,C1
"Pourtant, ni parmi les nobles, ni parmi les marchands, ni parmi les charrons, il pouvait trouver une vierge assez impeccable.",B2
La neige épaisse et la glace empêchent les bisons d'atteindre l'herbe.,C1
Misandria est-elle des excuses pour la haine des hommes ou le signe d'une éventuelle égalité des sexes?,C2
On dirait qu'elle a pleuré ou qu'elle pleurera.,A2
"Ainsi, en Amérique latine, en Asie de l'Est et du Sud-Est, et même dans le sous-continent indien, de grands progrès sont réalisés depuis trente ans.",C1
"Il avait adopté le signe de la croix; il a dit qu'il avait un autrichien d'une ancienne ligne presque éteinte, exposant, pour soutenir son histoire, la preuve la plus étonnante et la plus inadéquate: des armes auxquelles il n'avait aucun droit et une liste d'ancêtres (Le pré-nom chrétien compris) qui n'avait jamais existé.",C2
"Cet héritage s'est rapidement révélé hétérogène: les pays pauvres d'Asie de l'Est, les plus éloignés des anciennes métropoles, ont émergé à divers degrés de l'économie mondiale dans les années 1970-1980.",C2
Il ne pourra pas entrer dans une boîte de nuit car il a perdu sa carte d'identité.,A2
Il a les cheveux blonds,A1
"Faisons-nous donc en colère contre toute théorie, car chacun d'eux est simplement l'expression généralisée d'un tempérament qui est analysé.",C1
"À Marrakech en 2001, 15 pays avaient décidé de créer un fonds spécial sur le changement climatique.",C1
Il y a beaucoup d'attentes pour les ascenseurs (pour gravir les sols) mais je suis enfin au sommet et je peux apprécier la vue de Paris,B1
Ces gens vivent dans une autarky totale.,B2
J'ai refusé l'idée même de passer des ordres plus petits.,B1
"""Il est parti pour la montagne l'automne dernier, et comme il n'est pas revenu, je crains que les loups ne l'ont mangé."" Et elle a commencé à pleurer.",A2
"Ils respirent le diamant d'étoiles nocturnes, écoutaient l'agitation ténue des feuilles dans les arbres, murmurent leur amour.",C2
"Il a été rétrogradé dans la catégorie 1 alors qu'il était dans la catégorie 5 - rétrogradé, cela signifie qu'il est passé de cette catégorie 5 à la catégorie 1",B1
"Nous notons, en outre, que la chauve-souris peut voler malgré la suppression d'une étendue notable de la membrane de ses ailes, à condition que la partie restante correspond aux espaces interdictaux.",C2
J'ai beaucoup de bons souvenirs d'ici.,A2
"Avec, en premier lieu, leur opposition à une réforme du Sénat qui permettrait d'adopter toutes les lois sans passer par un premier vote nécessitant 60 voix.",B2
Bon dieu !,A1
"Les sénateurs, investis par le suffrage universel indirect de tous les droits et obligations attachés à la fonction parlementaire, sont élus pendant six ans par un collège électoral de plus de 160 000 élus.",C1
"Premièrement, ils ont été séduits par un arrangement compliqué: ci-dessus, les parapluies, posés obliquement, semblaient mettre un toit de cabane rustique; ci-dessous, les bas en soie, accrochés sur des tiges, ont montré des profils arrondis de veaux, certains semées avec des bouquets de roses, d'autres de autresToutes les nuances, noires à jour, coins brodés, chair dont le grain satiné a la douceur d'une peau blonde; enfin, sur la feuille de l'étagère, les gants ont été jetés symétriqueet en tant qu'adolescent des chiffons de femmes qui n'étaient pas portées.",C2
"Une façon de syon dans une peau de BIC a enveloppé sa poitrine, et ses jambes étaient aussi engagées dans ces brâmes étroits",C2
Elle fait des achats.,A1
"Pour Morin, notre mode de connaissance ""se limite à prédire le probable lorsque le2 inattendu est constamment émergent"".",C2
Est-ce que votre mari et vos enfants vont bien,B1
"Aristocrate de naissance, il détestait par l'instinct-trois-trois; mais le philosophe par tempérament et libéral par l'éducation, il avait la tyrannie d'une haine inoffensive et déclarante.",C1
"De plus, tous les personnages masculins croisés par l'héroïne - en dehors de ses collègues - figurent dans un rapport de séduction.",B2
Vous prenez la voiture.,A1
MERCI.,A1
"Compte tenu de ce que chaque entreprise structure le cycle de vie différemment, que se passe-t-il lorsque deux personnes de sociétés différentes, par exemple un belge et un zairien, se joignent à leur vie pour baser une maison?",C1
Pourquoi le maire de la ville n'a-t-il pas accepté cette loi?,B1
Mais cela supposerait que nous revenons à notre navetisme culturel,C2
"Et en fait, dans les zones catastrophiques, il est temps pour le bilan",A2
"Pourquoi ne deviendra-t-il pas la belle plante humaine, robuste et droite, qu'il était encore hier, avant que l'humidité des caves Morlais n'ait aigri sa sève et nouait ses branches?",C2
"À midi, il est temps de déjeuner",A2
Vous ne sortez pas souvent de votre région car vous n'avez aucun moyen de transport.,B1
"Le 8 mars, à six heures du matin, le marquis, vêtu de son insigne, a été dicté, par son fils aîné, le projet d'une troisième dépêche politique; il a pris soin de la gravité en le transcrivant de sa belle écriture soignée, sur papierportant l'effigie du souverain.",C1
"Comme la police italienne, les réseaux de prostitution, les trafiquants d'armes et les vendeurs de drogue ont récemment révélé le logiciel Internet.",C1
"Socrate incarne, en fait, le sage qui sait faire la distinction entre les désirs de poursuivre ou de ne pas continuer, qui sait se gouverner lui-même et qui est en mesure d'accéder à une véritable autonomie de la volonté",C2
C'est magique pour les enfants.,A1
"Elle est allée chez les avocats, avec le président, a rappelé la date limite de billets, a obtenu des retards; et, à la maison, repoussé, cousu, blanchi, regardé les travailleurs, vendu les souvenirs, tandis que, sans se soucier de rien, monsUne somnolence boudeuse dont il s'est réveillé uniquement pour lui dire des choses désobligeantes, est resté fumer au coin du feu, crachant dans les cendres.",C2
Qu'y a-t-il dans la serviette.,A2
Je vais alors prendre ma douche dans ma salle de bain,A1
"Il est placé sur la tête de l'animal et vous permet de tenir la bête, et ainsi de le conduire ou même de l'attacher.",B1
"Et puis la France, comme la plupart des pays du monde, doit importer des matières premières inexistantes sur son sol et ne plus fabriquer tous les produits sur son territoire",B2
"Une brochure de 4 pages distribuée en 13 millions d'exemplaires ""pour terminer avec des idées reçues"" et démontrer que l'on ne pouvait pas vivre dans un monde ""sans amour et zéro papier""",B2
Les hommes les entourent.,A1
"Histoire, éducation civique Tout ce qui est bon, mais cela ne nous prépare pas à trouver du travail.",A2
Il se sent plus à l'aise avec une robe classique,B1
"Pas de question d'avoir 13 ans à la table, ce serait faux",B2
"Derrière ces jeunes, il y a très souvent des parents en grande difficulté à cause de la pauvreté ou du chômage.",B1
"Et pour éviter les risques de tricherie, les étudiants n'auront pas le droit d'utiliser la messagerie instantanée, pas plus que des traducteurs automatiques, et leurs écrans seront en tout cas vérifiés au hasard par les superviseurs.",B2
"Limermer a trouvé ce projet avec un ridicule fini, et la comtesse a remarqué que dans son mépris avait tué l'amour.",C1
"Je vais à l'école à Nice, mais je vis à Cagnes-sur-Mer",A1
"Cette première étape est celle d'apprendre l'autre, que où tout le monde souhaite surmonter ses peurs et relever le défi.",C2
L'un s'appelle Jennifer et elle a 21 ans et l'autre s'appelle Ashley et elle a 22 ans,A1
"Plutôt limité, pour des raisons de coût, avec les couches les plus favorisées, l'utilisation du tutorat remporte aujourd'hui les classes moyennes.",C1
Graphique et journaliste à la fois: le directeur artistique du quotidien espagnol La Vanguardia (Barcelone) publie régulièrement un éditorial sous forme d'infographie,C1
Merci pour l'effort.,A1
"Je lui ai écrit le supplié de m'accorder une dernière interview; je l'ai peint en termes déchirants mon désespoir, les projets mortels que sa détermination cruelle m'a inspiré.",C2
"Malheureusement, la batterie ne fonctionne pas.",A1
Mais le marché est loin de leur maison et ils ne peuvent pas aller à pied,A2
Jamais.,A2
"Si le patrimoine britannique en Amérique du Nord ou en Ibérique dans le sud du Rio Grande est à la fois ancien et durable, les traces néerlandaises en Indonésie ou en Français en Indochine sont presque effacées.",C2
"Vous parlez de la loi en général, mais vous oubliez de spécifier que ce texte n'est pas voté!",B1
"À cet égard, la taille des ménages est un facteur important: les ménages issus de la migration, qui sont généralement plus importants, doivent partager leurs revenus et leur patrimoine entre plus de personnes que les ménages qui ne sont pas de migration.",C1
"Les fabricants de semences, les grands fabricants de semences du Québec n'ont plus de stock, et donc l'offre est rendue difficile.",B2
"Et soudain, elle est devant moi, mes lunettes à la main.",A2
"Conversion, instructions pour une utilisation, les deux auteurs donnent des indices.",C1
"Nous avons interviewé en Belgique trente couples mixtes, c'est-à-dire composé de deux personnes de nationalités différentes.",B2
"Des divergences profondes peuvent apparaître dans les orientations proposées par chacune d'elles en matière de respect pour l'autorité, la liberté, l'exercice des responsabilités, l'exemption des câlins, etc.",C2
C'est exactement ce que je dis.,A2
J'aime vraiment ce manteau noir.,A1
"Tout cela réintroduit le secret, l'oxygène et le ciel bleu en cohabitation entre les parents et les enfants, même s'il est nécessaire de discuter de nouvelles normes d'utilisation afin de maintenir la convivialité et les liens familiaux.",B2
Maintenant tu comprends mon excitation,B2
"Excusez-moi, où est la station?",A1
Étudier la différence entre le langage naturel et le langage informatique est intéressant lorsque vous enseignez le français.,C2
Pouvez-vous parler plus lentement?,A1
Une déclaration qui contraste avec celle qu'elle a tenue sur le site du reporter le 25 février.,C1
Ils seront tous à la maison ce soir.,A1
J'aime le fromage,A1
Tout le monde a bien mangé.,A1
"Abandonnez sans état d'esprit le cahier de vacances traditionnel que les trois quarts d'enfants ne finissent pas: la liste des produits alternatifs qui visent à ""faire l'amour"" autant à ""réviser"" est long",C2
"Une étude réalisée dans les années 1990 avec un groupe de quatrième professeurs de physique, des deux sexes, a révélé qu'entre deux bonnes copies, l'une écrite par un garçon, l'autre par une fille, les professeurs ont noté plus favorablement celui du garçon.",C1
Qu'allez-vous faire l'année prochaine,A1
Mieux vaut oublier le mauvais Joker qui m'avait mis sur un lapin.,C2
"Il a également décrit les longues arènes entourées de stands où les jeunes hommes exerçaient, le travail du patient par lequel ils se préparaient pour les jeux et les soins incessants qui, après plusieurs années, méritaient les odes des poètes, les applaudissements de la foule et les honneurs des villes.",B2
Bonjour à tous,A1
"Je me suis dit que ce sont les produits que nous utilisons actuellement ne sont pas d'origine naturelle, clairement pas",B1
Il sera heureux de vous voir.,A1
Département des affaires socio-culturelles de l'université,A1
"Après avoir révélé son terrible secret, il se sentait soulagé",C2
"En particulier, parmi les adolescents qui perçoivent leur réseau amical dans la vie réelle comme de faible qualité, les longues périodes passées sur Facebook sont associées à des troubles dépressifs et à l'anxiété sociale.",C1
"Bien que, en ce sens, différentes réactions synthétiques puissent avoir lieu indépendamment des êtres vivants, il est de coutume de désigner par ce mot uniquement la capacité des plantes chlorophylliennes à assimiler le dioxyde de carbone ou le dioxyde de carbone, à la lumière, avec une formation de substances organiques.",C1
Vous rêvez de partir.,A1
"Le nouveau père est un père moderne, qui change de couches, raconte des histoires, concocts carotte - avocat - purée de céleri.",B2
"Pour courir le moins possible, il a chargé le bon abbé Blanès, curé de Ganta, pour faire de Fabrice ses études en latin se poursuivra.",C1
"Mes frères et moi parlons français, italien et allemand à la maison",A1
Je prends congé aujourd'hui: je suis fatigué et j'ai besoin de repos.,A2
Un endroit un peu trop bruyant surtout à la fin de la semaine.,B1
"Cette réaction est réalisée dans des organites intracellulaires spécialisés, des chloroplastes, transportant des pigments photorécepteurs, tels que les chlorophylles, les caroténoïdes.",C1
Les mesures seront prises par le ministre de l'Oublit,B1
"Les nouvelles maisons, crépues de Fresh, étaient entourées de jardins légumes où les légumes et les fleurs mélangés, mélangés mais alignés, les fleurs, le chou et les roses, les poireaux et les gueules, le céleri et les anémones.",C1
Il marche sur le vieux port,B1
"Il explore souvent les possibilités de formatage des données et des statistiques pour illustrer une réflexion, un point de vue ou même pour dénoncer l'absurdité qui consiste à tout traduire par des statistiques",C1
Prenez l'exemple de Roquefort dont la fabrication remonte au moins au XIe siècle.,B2
Nous lisons ensemble des poètes anglais; nous marchons ensemble.,C2
Je ne leur ai donné les bijoux qu'après l'avoir payé.,C2
"Je resterai cependant fidèle à ma règle habituelle, qui consiste à accorder une préférence aux affaires dont l'intérêt provient moins de la sauvagerie du crime que de l'ingéniosité et de l'inattendu de la solution.",C2
Le chien est le meilleur ami de l'homme.,A1
"Dans les provinces, les centres d'administration laïque ou de bureau, le Parlement siège à l'ecclésiastique et aux couches éduquées en nombre considérable, ils copient des salons et créent des centres locaux, des lieux d'échange d'idées.",C2
"Enfin, il a livré de l'apparition de sa grande figure pâle la joyeuse troupe qui a osé rire en sa présence.",C1
Je suis Américain.,A1
"Un après-midi de juin, Fabrice a entendu une forte canonnade assez distante.",B2
Nous devons faire une pause.,A1
"En raison de la pollution, j'ai un cancer du poumon.",B1
Le pire coupable est ici la pratique presque universelle de doubler les films et les séries télévisées,C2
"En règle générale, l'exploitation sélective qui en résulte n'entraîne pas une déforestation massive.",B2
"Au sommet de la tour Eiffel, il y a des antennes qui font des programmes de radio et de télévision",B1
"À la fin du repas, il a dû se battre avec un chien pour ramener à sa mère un os avec un peu de viande autour.",B1
"En mode scénario de bombe, les terroristes doivent mettre une bombe et le faire exploser ou éliminer tous les anti-terroristes.",B2
"Franny Stone et son mari Niall, ornithologue, étaient à l'avant-garde du crépuscule de la biodiversité.",C1
"Je t'écris de la France, où j'ai vécu avec ma famille pendant deux mois",B1
"Appuyez sur le bouton ""Walking"" en bas à droite de la machine.",A2
"Une fois le seuil d'entrée franchi, vous pouvez voir, dans un coin, un tas de chaussures sombres, puis, comme un arc-en-ciel, une rangée de téléphones mobiles.",B2
"Si vous aviez recherché ces fichiers, vous les auriez trouvés.",B2
"Les incidents sont organisés et diplômés vers le point le plus élevé et l'effet de la fin, qui est un événement capital et décisif, satisfaisant toutes les curiosités éveillées au début, mettant une obstacle à l'intérêt et mettant fin à l'histoire si complètement.",B2
"Elle est arrivée blessée lors de la consultation médicale, mais souriant.",B2
Elle est arrivée au début de l'année scolaire le 5 septembre.,A2
Je ne sais pas.,A1
Souhaitez-vous aller à la plage cet après-midi pour chercher des coquilles?,A2
"Enfin, ces pédagogies qui peuvent se propager sans contrôle institutionnel, sans cohérence également entre les enseignants?",C2
"Faits divers, divers faits, alors que nous sommes au printemps, divers faits lorsque nous sommes au printemps",C1
La jeunesse moderne est construite comme une double épreuve.,B2
"Dans la phase de contrôle, les logiciels de surveillance d'origine des prescriptions étudient la pharmacoceconomy des antidépresseurs, la pharmacoépidémiologie de l'anxiolytique et les somnifères et la relation entre la consommation d'antibiotiques et la résistance nosocomiale.",C2
La chaîne cryptée a lancé un buzz autour du cassoulet comme William Saurin et ses concurrents auraient sûrement rêvé.,C1
Comment vas-tu ?,A1
Les mères de mes amis de l'école ont rejoint la grille pour les attendre.,B1
Il est clair.,A1
Le prince ne se lasse jamais d'écouter les histoires de son ami.,B1
La religion est la grande console des virginités,C2
"Sans oublier que, il est maintenant prouvé, contrairement à ce que l'on pourrait penser, manger salé donne moins soif!",B2
"Je vais bien, merci, et toi ?",A1
Bonjour à tous et bienvenue à la formation.,A1
"D'autres ont été arrachés, non sans difficulté, des navires à coque qu'ils avaient également percés, alors qu'une forêt perce un baril.",C2
Tout le bon air!,B1
Les entreprises se bousculent pour être inscrites sur la plus ancienne place boursière au monde.,B2
"Tout cela met l'enfant breton dans une situation d'avoir, à travers une langue assez exotique, un très large éventail de moyens d'expression qui sont ajoutés à ceux que le français lui offre",C2
"Premièrement, les produits fabriqués en France sont en moyenne 30% plus chers que les autres",B2
Où étiez-vous la nuit dernière environ dix heures?,A2
L'école doit nous préparer à faire face à ce monde.,A2
"Si le sang dérivé révèle une anomalie, nous effectuons d'abord des analyses de confirmation.",C1
Je ne sais pas; peut-être pas beaucoup; pas assez de toute façon.,A2
Domi était très heureuse de découvrir ce magnifique monde.,A1
"Cependant, vouloir vivre en achetant uniquement le français n'est ni possible ni compatible avec les condamnations écologiques ou patriotiques parce que l'achat de français n'implique pas nécessairement que le produit acheté est fabriqué en France",B2
Nous avons reçu plusieurs plaintes à ce sujet.,B1
"C'est donc grâce à la générosité du grand public que, chaque année, près de 200 chiens trouvent un maître à guider.",B1
La mère de Thom est fatiguée par la longue marche.,A2
"Mais le décompte était conscient de sa bravoure, son âme était généreuse, il était facilement emporté, puis s'est laissé des mots étranges.",C1
Ce n'est pas important.,A1
"Parfois, ma grand-mère Marie invite sa maison pour le déjeuner.",A2
C'est une fête très joyeuse où tout le monde met des vêtements pleins de couleurs.,A2
"Virtue: la vertu est le mérite, la moralité ou la sagesse d'une personne.",B1
"Ainsi, en cinquante ans, ""la quantité de nourriture disponible pour chaque résident de la Terre a augmenté, en moyenne, de 2 320 à 2 800 kilocalories par jour"", a expliqué en 2002, Bertrand Hervieu, président de l'INRA, devant l'Académiedes sciences morales et politiques.",C1
"Ainsi, une grande partie de la plante ou des espèces animales en danger n'est actuellement connue que par certains peuples, dont les langues sortent.",C1
"Le pauvre berger obéit, et soudain il s'est retrouvé assis à l'arrière du dragon, qui a rapidement survolé les montagnes et les mers.",B1
"Tu voulais me voir, tu es arrivé tôt.",A2
"Les Helvetians, les premiers consommateurs de chocolat au monde, semblaient être l'appétit coupé par le virus en 2020.",B2
Les Inuits pourraient déposer une plainte contre les États-Unis.,B2
"Chapeaux avec des chapeaux en carton, vêtus de vieilles robes en soie ou d'un vieux pantalon en velours, ils ont fait leur carnaval.",B2
"Ils sont généralement bien, préoccupés par leur apparence, désireux de loisirs, de voyage et de sport.",B2
"Le, plus grand, j'ai découvert les professions de la police et des avocats dans un film",A2
"Cette anecdote doit cependant être prise en charge parce que, selon Paul Barolsky, de nombreuses histoires de la vie constituent des inventions poétiques pures.",C2
"Elle a vraiment aimé le Congo, mais elle a dû retourner en France après un an.",A2
"Dans un lieu public, 79% des répondants considèrent même que l'excès de bruit peut provoquer des tensions, une agressivité ou même une violence.",B1
"De même, nous pouvons travailler des concepts de l'informatique à partir de situations de la vie quotidienne ou des activités amusantes, pas besoin d'aller et d'obtenir midi à quatorze heures.",C2
Vous avez des nouvelles de Paul,A1
Pourquoi le berger ne tient-il pas sa promesse?,A2
"Les coûts totaux de transport tiennent donc compte, en plus des coûts liés aux dépenses financières, les coûts intangibles qui résultent de aucun paiement tel que la souffrance ressentie par les victimes d'accidents.",C1
"D'autres fonctionnent comme des marqueurs d'identité, c'est-à-dire des indices linguistiques de l'appartenance à un groupe (famille, groupes d'amis, quartier, composante plus ou moins mixte) tandis que d'autres sont des procédés acquisition de certaines structures ou formes spécifiques à la référence scolaire du français, qui peut resterToujours étranger à certains jeunes (exclu du système scolaire ou de nouveaux arrivants).",C2
"Le jour de l'année correspond au 1er janvier; nous le célébrons avec des amis ou une famille, et nous voulons ""Bonne année!"" À ses proches.",A2
C'est très simple !,A1
"Ensuite, j'irai au bureau de poste pour envoyer un colis à ma grand-mère",A2
"Il n'y a pas de formation idéale, mais vous devez au moins avoir un diplôme BAC + 2.",A2
Assurez-vous que l'ineffable se familiarise tout en gardant ses racines fabuleuses.,C2
"Je suis malade, je reste dans mon lit aujourd'hui.",A1
"Et ce qui pourrait être mieux que de marcher dans cette région qui est presque conçu pour celui du niveau historique, c'est-à-dire que tous les 15 kilomètres, vous avez un point d'intérêt, un grand château, un paysage.",B1
"Tout d'abord, d'où vient ce célèbre accent Québec",C1
